,install_date,platform,lt,installs,iap_revenue,ads_revenue
2384,2021-05-14,android,9,1981,131.85391402785243,326.055980730692
2385,2021-05-14,ios,9,297,113.09396678117604,57.479142773467174
2386,2021-05-14,android,10,1843,73.20194256599372,266.82355109809714
2387,2021-05-14,ios,10,268,44.196900833001735,43.645665882322646
2388,2021-05-14,android,11,1706,153.67545096987223,291.6755518116179
2389,2021-05-14,ios,11,260,54.90884142413747,38.55238290336274
2390,2021-05-14,android,12,1612,69.26834866109246,256.11655238994354
2391,2021-05-14,ios,12,255,107.97299788297356,37.409891034702014
2392,2021-05-14,android,13,1572,214.601485100978,274.7543087561339
2393,2021-05-14,ios,13,233,155.97358682756158,40.10356108094129
2394,2021-05-14,android,14,1495,108.42969386609435,259.0320239483874
2395,2021-05-14,ios,14,238,58.045942760956045,35.28305301355795
2396,2021-05-14,android,15,1448,57.55368291757738,238.68966218572564
2397,2021-05-14,ios,15,208,138.26334449499123,31.18701800063991
2398,2021-05-14,android,16,1355,110.9580260534042,217.73485001483073
2399,2021-05-14,ios,16,198,49.842797810594085,25.31839992075129
2400,2021-05-14,android,17,1296,81.83048195858538,169.14950021841923
2401,2021-05-14,ios,17,201,49.680738320288896,22.709435897365438
2402,2021-05-14,android,18,1223,101.86368597645432,180.92549114416954
2403,2021-05-14,ios,18,196,51.956545840515076,20.64647490875359
2404,2021-05-14,android,19,1186,137.52980151690758,161.70292775731446
2405,2021-05-14,ios,19,200,35.72360563225788,20.444993969157622
2406,2021-05-14,android,20,1180,117.29523254618825,168.76098669315707
2407,2021-05-14,ios,20,185,70.68463099624789,19.21121391885481
2408,2021-05-14,android,21,1111,128.4364671168664,175.93148306747207
2409,2021-05-14,ios,21,178,77.78893157526238,17.826448041269032
2410,2021-05-14,android,22,974,72.17610431972354,163.15298472689574
2411,2021-05-14,ios,22,167,91.97994523359084,21.03684998251265
2412,2021-05-14,android,23,1042,43.29020947775197,155.64336275225673
2413,2021-05-14,ios,23,177,44.552844725981714,24.493133023810515
2414,2021-05-14,android,24,982,24.058315562808517,125.83653337346709
2415,2021-05-14,ios,24,168,33.108314536168756,15.281214903157888
2416,2021-05-14,android,25,963,48.21740884846329,142.83292655011007
2417,2021-05-14,ios,25,177,30.99771447211206,22.408048975372367
2418,2021-05-14,android,26,948,91.09769016418,132.63991047574746
2419,2021-05-14,ios,26,163,21.93170102650535,16.095151022371283
2420,2021-05-14,android,27,928,236.75615658280907,193.28655101866786
2421,2021-05-14,ios,27,156,91.5599984407425,16.77087600761297
2422,2021-05-14,android,28,931,223.9064157278221,262.91425516234267
2423,2021-05-14,ios,28,150,57.55001041992915,16.474306003721722
2424,2021-05-14,android,29,839,125.01990936225604,234.45118734980088
2425,2021-05-14,ios,29,146,48.96391768092775,16.060099979986262
2426,2021-05-14,android,30,866,154.69801357815803,167.59636484744078
2427,2021-05-14,ios,30,145,40.57199930906296,18.61204486855422
2428,2021-05-14,android,31,862,48.52514740216357,136.8000019080215
2429,2021-05-14,ios,31,151,8.392999857068062,23.450260917474225
2430,2021-05-14,android,32,817,203.84009385966226,227.92255382765643
2431,2021-05-14,ios,32,148,34.70459800898421,22.347431983798742
2432,2021-05-14,android,33,794,55.13829243006718,154.39016680541476
2433,2021-05-14,ios,33,143,18.178999690413473,13.682026073773159
2434,2021-05-14,android,34,778,61.58611307196802,113.45998323969263
2435,2021-05-14,ios,34,137,71.9581674830435,12.73047003983811
2436,2021-05-14,android,35,771,78.15343722807152,115.812835567511
2437,2021-05-14,ios,35,144,35.44610869635636,15.059603908150166
2438,2021-05-14,android,36,733,89.73415654400587,117.05646154281033
2439,2021-05-14,ios,36,141,33.513072029275776,13.790437933414069
2440,2021-05-14,android,37,730,23.870065422997595,113.33557178937713
2441,2021-05-14,ios,37,136,0.0,11.315009000350983
2442,2021-05-14,android,38,710,222.78091981458016,144.07151490077854
2443,2021-05-14,ios,38,127,30.42043148194313,21.821589770610444
2444,2021-05-14,android,39,687,75.68835422999757,151.38499898977875
2445,2021-05-14,ios,39,136,41.293239143822554,20.085924910810718
2446,2021-05-14,android,40,677,73.19805593742723,135.00078633946282
2447,2021-05-14,ios,40,129,15.86452257375455,17.865049988495684
2448,2021-05-14,android,41,677,60.8720502737031,168.14601383779404
2449,2021-05-14,ios,41,116,106.84201005985504,17.73329492026096
2450,2021-05-14,android,42,652,117.71793936650931,151.99004223325494
2451,2021-05-14,ios,42,129,72.57054086413103,17.161766953518963
2452,2021-05-14,android,43,618,65.02346123412788,144.39944330865433
2453,2021-05-14,ios,43,121,20.26499965488911,19.528924851761985
2454,2021-05-14,android,44,610,26.068314563062312,101.95957149076173
2455,2021-05-14,ios,44,119,27.985999523401258,25.043728923574236
2456,2021-05-14,android,45,614,69.73945407571286,116.85715899757156
2457,2021-05-14,ios,45,119,24.207191579606057,25.970343835753738
2458,2021-05-14,android,46,578,38.15117829906285,146.37007198273
2459,2021-05-14,ios,46,119,62.01236334393573,19.636351884408214
2460,2021-05-14,android,47,579,63.214959905553165,138.13433396269852
2461,2021-05-14,ios,47,122,0.0,18.11215684108174
2462,2021-05-14,android,48,579,120.10445346535343,131.3442391116116
2463,2021-05-14,ios,48,121,137.21075946331467,15.947879850056779
2464,2021-05-14,android,49,554,122.24992568259484,112.02340534698885
2465,2021-05-14,ios,49,109,95.90483355912507,10.427917968576367
2466,2021-05-14,android,50,545,99.83430310711891,144.77060664846567
2467,2021-05-14,ios,50,111,11.460721949487448,9.791360987841472
2468,2021-05-14,android,51,547,58.91798566150904,201.93513094203445
2469,2021-05-14,ios,51,108,13.98599976181984,14.626889937928354
2470,2021-05-14,android,52,540,143.32623411088204,123.71436571911454
2471,2021-05-14,ios,52,115,6.985999881029129,16.92515598578757
2472,2021-05-14,android,53,509,92.555510124995,114.66965165307295
2473,2021-05-14,ios,53,102,20.957999643087387,20.286571943724994
2474,2021-05-14,android,54,498,58.873234646845106,108.7294057346254
2475,2021-05-14,ios,54,103,0.0,12.738066967652458
2476,2021-05-14,android,55,486,169.123735766605,130.0067059123778
2477,2021-05-14,ios,55,104,45.580119938517576,17.0868279731003
2478,2021-05-14,android,56,468,144.39002549815118,138.45313691695014
2479,2021-05-14,ios,56,105,144.19686551746082,16.147152882567752
2480,2021-05-14,android,57,472,41.205247559995705,124.33631767886857
2481,2021-05-14,ios,57,108,6.292999892830849,11.207970961000683
2482,2021-05-14,android,58,486,114.96260395200706,109.18745363164192
2483,2021-05-14,ios,58,99,13.98599976181984,6.617302980273962
2484,2021-05-14,android,59,472,22.534343329533694,60.347905386488605
2485,2021-05-14,ios,59,95,0.0,7.660805975734547
2486,2021-05-14,android,60,466,57.374800719080746,117.50287253978843
2487,2021-05-14,ios,60,104,64.2879989051819,17.162204950724117
2488,2021-05-14,android,61,470,69.07371675319064,95.18269062181923
2489,2021-05-14,ios,61,106,0.0,15.908813909518358
2490,2021-05-14,android,62,454,34.45858550156409,75.61179729249818
2491,2021-05-14,ios,62,106,34.23699941694737,9.678472985950066
2492,2021-05-14,android,63,452,7.685999869108201,62.92676118067095
2493,2021-05-14,ios,63,105,44.23771745673174,9.787678004126064
2494,2021-05-14,android,64,427,31.920351651190757,100.19830027899684
2495,2021-05-14,ios,64,100,28.96105610679615,11.90235892090277
2496,2021-05-14,android,65,433,43.68577001523113,115.66764226288137
2497,2021-05-14,ios,65,98,21.7283463943336,19.546544867749617
2498,2021-05-14,android,66,439,11.171999809741974,121.6374862915502
2499,2021-05-14,ios,66,107,0.0,17.90728582383599
2500,2021-05-14,android,67,435,51.47437152976883,79.74151716305323
2501,2021-05-14,ios,67,102,65.70199888110162,13.060634943831246
2502,2021-05-14,android,68,413,45.36775958681315,70.0151690739865
2503,2021-05-14,ios,68,101,6.8733985829467175,10.77300294431916
2504,2021-05-14,android,69,412,53.09499909579755,78.2567231058348
2505,2021-05-14,ios,69,100,63.575433466534975,13.586099898340763
2506,2021-05-14,android,70,395,46.56048433884227,53.41595110154765
2507,2021-05-14,ios,70,92,47.81778476558447,9.46625688016502
2508,2021-05-14,android,71,394,33.56499942839145,58.176025302577955
2509,2021-05-14,ios,71,91,24.744423558565973,11.56346691052022
2510,2021-05-14,android,72,407,39.10168140641505,56.58753705302922
2511,2021-05-14,ios,72,94,11.696432100810947,9.547101929871133
2512,2021-05-14,android,73,393,15.397487410307884,48.426951081534185
2513,2021-05-14,ios,73,94,0.0,8.41033088650147
2514,2021-05-14,android,74,400,23.265773894833327,58.908070303816885
2515,2021-05-14,ios,74,93,34.936999405026434,8.317495952767786
2516,2021-05-14,android,75,384,47.64425174297446,79.47918419053667
2517,2021-05-14,ios,75,93,3.4929999405145646,11.58150193374604
2518,2021-05-14,android,76,382,116.91196204006374,118.4903762784802
2519,2021-05-14,ios,76,95,54.245811571823126,18.645193808959448
2520,2021-05-14,android,77,379,295.8168236517181,112.70843838632982
2521,2021-05-14,ios,77,88,54.52999907135964,15.07577597576892
2522,2021-05-14,android,78,375,129.1562687256225,131.07145775736603
2523,2021-05-14,ios,78,85,42.05289584883261,21.248255951817555
2524,2021-05-14,android,79,354,98.24877154841327,111.80962850416063
2525,2021-05-14,ios,79,87,61.55799895167351,17.71029396163067
2526,2021-05-14,android,80,369,49.41380395144594,86.32230219714052
2527,2021-05-14,ios,80,83,0.0,11.738455956117832
2528,2021-05-14,android,81,334,81.27940917995072,75.50788531264118
2529,2021-05-14,ios,81,83,33.58974552918339,9.201233971834881
2530,2021-05-14,android,82,361,39.42271412863517,46.40580710181132
2531,2021-05-14,ios,82,85,0.0,6.538510984137247
2532,2021-05-14,android,83,346,142.00057123831706,72.34599028686648
2533,2021-05-14,ios,83,90,20.126479455677988,11.370701974374242
2534,2021-05-14,android,84,353,95.0639929018609,86.27137140246657
2535,2021-05-14,ios,84,90,41.23699929773808,11.158109929514467
2536,2021-05-14,android,85,367,9.874763299281835,57.78629329067235
2537,2021-05-14,ios,85,82,35.66499939262867,9.266441943022073
2538,2021-05-14,android,86,354,18.966965049471142,66.68178937524885
2539,2021-05-14,ios,86,79,13.98599976181984,7.245464950596215
2540,2021-05-14,android,87,346,31.9210141767025,70.84174579920091
2541,2021-05-14,ios,87,83,7.648881740998506,9.164558004846185
2542,2021-05-14,android,88,336,77.03202234371184,79.93261546989766
2543,2021-05-14,ios,88,76,36.394334495965005,6.530346999206813
2544,2021-05-14,android,89,324,6.6014891324452165,50.286224218273446
2545,2021-05-14,ios,89,75,28.671999511718752,6.9834219914191635
2546,2021-05-14,android,90,324,119.51634735476888,54.169618148412155
2547,2021-05-14,ios,90,80,34.365778647830965,7.079863980266964
2548,2021-05-15,android,0,26000,1242.666632319222,2203.703552362624
2549,2021-05-15,ios,0,2313,538.6627483281927,626.08400151346
2550,2021-05-15,android,1,6544,629.4287835680619,1014.15703173581
2551,2021-05-15,ios,1,924,541.4249599262398,319.9685196455539
2552,2021-05-15,android,2,4738,403.19591445777377,629.8764964349257
2553,2021-05-15,ios,2,698,117.86573647998405,137.98379813977226
2554,2021-05-15,android,3,3808,228.19774907396373,631.9562578566856
2555,2021-05-15,ios,3,585,166.5042023239305,115.94276832205651
2556,2021-05-15,android,4,3231,240.3780029942278,485.0355063183374
2557,2021-05-15,ios,4,516,82.1215744742033,81.4871467417006
2558,2021-05-15,android,5,2762,285.8113946885487,483.41042337935744
2559,2021-05-15,ios,5,446,56.39545500049365,79.72305285911898
2560,2021-05-15,android,6,2731,256.79288317852905,438.62051524496303
2561,2021-05-15,ios,6,443,127.96484082623697,83.16307678644807
2562,2021-05-15,android,7,2506,229.28792959416083,422.97430880938407
2563,2021-05-15,ios,7,420,110.83816257982755,77.87941580203187
2564,2021-05-15,android,8,2180,156.93867140461842,355.8470832000015
2565,2021-05-15,ios,8,374,60.87199896335602,64.6897698337707
2566,2021-05-15,android,9,1983,70.74814969169628,248.96651026276197
2567,2021-05-15,ios,9,328,24.485999583005903,47.443977839226136
2568,2021-05-15,android,10,1829,129.67101305010956,268.16237331696993
2569,2021-05-15,ios,10,320,32.86590944029689,54.161316834964964
2570,2021-05-15,android,11,1723,65.22598172547316,234.72694025631586
2571,2021-05-15,ios,11,304,30.764999476075175,46.581386953926994
2572,2021-05-15,android,12,1660,348.97895551506605,234.5720102556818
2573,2021-05-15,ios,12,296,39.15689823316199,44.7305279008724
2574,2021-05-15,android,13,1670,211.87213110532133,249.21311075850633
2575,2021-05-15,ios,13,304,155.95999734401704,47.06494893874333
2576,2021-05-15,android,14,1567,247.03489579109558,246.88566780557164
2577,2021-05-15,ios,14,317,48.33716620194059,40.92454194194579
2578,2021-05-15,android,15,1461,214.51098520657484,217.49233939938563
2579,2021-05-15,ios,15,256,9.778999833464622,38.76236278897704
2580,2021-05-15,android,16,1368,25.075617879581692,147.18827280065125
2581,2021-05-15,ios,16,240,41.98599928498268,30.959913077691454
2582,2021-05-15,android,17,1268,146.9215823382703,158.66524283788988
2583,2021-05-15,ios,17,225,39.34973905608321,31.36151289609552
2584,2021-05-15,android,18,1228,83.95135560288263,145.40619996320004
2585,2021-05-15,ios,18,227,39.8649993211031,30.142677977237327
2586,2021-05-15,android,19,1209,163.4588623198704,160.8763139784694
2587,2021-05-15,ios,19,215,36.34399938106537,34.673994995881
2588,2021-05-15,android,20,1188,138.9287374730468,173.61741726404443
2589,2021-05-15,ios,20,227,35.65099939286709,35.17307699985213
2590,2021-05-15,android,21,1046,167.72955032138134,177.55802979544887
2591,2021-05-15,ios,21,215,39.718107638896285,30.058248991088476
2592,2021-05-15,android,22,1079,112.52743149530113,144.50356175562445
2593,2021-05-15,ios,22,205,72.7252747811147,25.74095190648859
2594,2021-05-15,android,23,1034,21.52726705466944,103.72599129247783
2595,2021-05-15,ios,23,193,34.25099941670895,18.603330959804225
2596,2021-05-15,android,24,978,42.810822838772665,128.5799946082568
2597,2021-05-15,ios,24,199,14.678999750018122,26.58830595213658
2598,2021-05-15,android,25,965,14.988149788362028,99.79727539404894
2599,2021-05-15,ios,25,193,26.978399805997253,22.119264104316244
2600,2021-05-15,android,26,948,203.4735901033595,195.71584283153277
2601,2021-05-15,ios,26,190,23.757999595403675,23.235987993477465
2602,2021-05-15,android,27,991,158.8080652625184,257.7923591376664
2603,2021-05-15,ios,27,199,64.45049538933945,24.89034800616355
2604,2021-05-15,android,28,907,180.35795756052138,250.84161345790312
2605,2021-05-15,ios,28,182,39.88819371822238,26.002194912009145
2606,2021-05-15,android,29,894,19.57899966657162,171.35921894253556
2607,2021-05-15,ios,29,176,52.73662000679475,23.71558575965173
2608,2021-05-15,android,30,866,54.09142494902635,117.58415448766868
2609,2021-05-15,ios,30,177,53.85099908292294,30.030512740871927
2610,2021-05-15,android,31,813,138.42109159354723,182.57892454687658
2611,2021-05-15,ios,31,167,6.285999892950058,31.786523768489133
2612,2021-05-15,android,32,832,78.62714603260923,127.82691833835281
2613,2021-05-15,ios,32,166,18.885999678373338,17.776435917294293
2614,2021-05-15,android,33,811,101.84656885145294,94.73846623957172
2615,2021-05-15,ios,33,161,39.34727860108125,23.15329092006141
2616,2021-05-15,android,34,790,166.73440660111783,94.18592529143552
2617,2021-05-15,ios,34,166,45.97255607497121,25.76505593441516
2618,2021-05-15,android,35,790,99.12798243869823,91.52079746714003
2619,2021-05-15,ios,35,163,8.329202035461366,23.026418875324453
2620,2021-05-15,android,36,766,120.5059041101184,88.29717935493238
2621,2021-05-15,ios,36,158,13.992999761700629,22.00243498117925
2622,2021-05-15,android,37,722,83.52765373176074,118.10150237905646
2623,2021-05-15,ios,37,148,8.385999857187272,20.87840099199093
2624,2021-05-15,android,38,709,92.76597787718534,125.76561962021208
2625,2021-05-15,ios,38,147,8.37899985730648,31.157550851457927
2626,2021-05-15,android,39,683,60.98577067997647,109.59493420162426
2627,2021-05-15,ios,39,139,20.96499964296818,27.717630826868117
2628,2021-05-15,android,40,682,85.5107274915198,123.86771924152424
2629,2021-05-15,ios,40,145,25.150999571681023,26.708616034171428
2630,2021-05-15,android,41,649,30.193150726059557,156.94310238940955
2631,2021-05-15,ios,41,145,40.232532182677275,35.1003621363634
2632,2021-05-15,android,42,653,67.6503225303824,128.11134441428885
2633,2021-05-15,ios,42,147,15.371999738216402,32.60761784173883
2634,2021-05-15,android,43,643,41.38073989971316,85.98993127240158
2635,2021-05-15,ios,43,137,60.37327565346372,34.73339575535647
2636,2021-05-15,android,44,636,42.05850318340207,87.19741193144364
2637,2021-05-15,ios,44,134,34.97199940443039,21.76992578492718
2638,2021-05-15,android,45,606,54.08962896769917,118.98623852840069
2639,2021-05-15,ios,45,130,15.36499973833561,20.065365885013307
2640,2021-05-15,android,46,599,100.628723732996,97.46879926574172
2641,2021-05-15,ios,46,134,12.571999785900116,17.61793586213753
2642,2021-05-15,android,47,597,135.05746467101682,136.9142592164369
2643,2021-05-15,ios,47,135,47.14353751105882,24.700430861226778
2644,2021-05-15,android,48,598,154.87104522370458,81.76591225673928
2645,2021-05-15,ios,48,139,6.2462195936275124,19.759896964496875
2646,2021-05-15,android,49,593,106.66845132563138,130.06387426393212
2647,2021-05-15,ios,49,130,4.892999916672707,17.178646977889002
2648,2021-05-15,android,50,577,46.22303079562283,167.18703669931347
2649,2021-05-15,ios,50,122,31.455516781443716,22.980926008094684
2650,2021-05-15,android,51,562,27.81419627277303,110.25132658610141
2651,2021-05-15,ios,51,124,69.98599880814552,22.326865969982464
2652,2021-05-15,android,52,542,44.4500568292414,136.58858569457277
2653,2021-05-15,ios,52,125,82.45999859571458,29.24116596247768
2654,2021-05-15,android,53,527,50.548563077145936,112.2907305693659
2655,2021-05-15,ios,53,113,3.4929999405145646,21.994481879126397
2656,2021-05-15,android,54,511,234.86146711037742,114.47948758760253
2657,2021-05-15,ios,54,126,31.450999464392666,20.917475917485717
2658,2021-05-15,android,55,521,75.8996321040932,117.81246952390609
2659,2021-05-15,ios,55,125,79.69499864280225,21.0128118786306
2660,2021-05-15,android,56,508,121.68716506913877,119.15791863931236
2661,2021-05-15,ios,56,123,57.364999023079875,16.017861901578726
2662,2021-05-15,android,57,510,72.78323910873272,97.51005959291558
2663,2021-05-15,ios,57,108,63.9258406447078,14.128674932588183
2664,2021-05-15,android,58,490,11.829901961469293,51.40756119343689
2665,2021-05-15,ios,58,117,10.492999821305276,13.125798985172878
2666,2021-05-15,android,59,463,51.2355295265609,81.94103128531628
2667,2021-05-15,ios,59,111,11.171999809741974,21.361714027589187
2668,2021-05-15,android,60,448,64.910406153234,91.13501634202953
2669,2021-05-15,ios,60,108,12.571999785900116,16.35178688997985
2670,2021-05-15,android,61,441,75.7932059291004,74.58589928712877
2671,2021-05-15,ios,61,110,7.6859998691082,13.655867004683387
2672,2021-05-15,android,62,463,92.20473313288831,96.69950134485043
2673,2021-05-15,ios,62,111,0.0,16.301407960869255
2674,2021-05-15,android,63,452,67.76325588657772,101.78373124676375
2675,2021-05-15,ios,63,112,3.4929999405145646,15.144872921613569
2676,2021-05-15,android,64,462,143.26708208535433,132.2930028351791
2677,2021-05-15,ios,64,109,0.0,28.20646090565424
2678,2021-05-15,android,65,456,15.357999738454819,104.14056248874385
2679,2021-05-15,ios,65,99,46.15799921393394,22.249739888095064
2680,2021-05-15,android,66,429,17.297749158733247,86.38307934049942
2681,2021-05-15,ios,66,93,32.14399945259095,20.900620914595493
2682,2021-05-15,android,67,427,13.964999762177468,76.20662418751067
2683,2021-05-15,ios,67,89,0.0,12.253142902296531
2684,2021-05-15,android,68,420,83.36858927901602,84.00021722954284
2685,2021-05-15,ios,68,102,10.478999821543693,17.91601296173758
2686,2021-05-15,android,69,415,80.62561747074469,65.58785087176682
2687,2021-05-15,ios,69,99,64.33699890434741,13.497459882728435
2688,2021-05-15,android,70,415,50.286855459388555,58.22434129665123
2689,2021-05-15,ios,70,102,20.97899964272976,16.922766919195055
2690,2021-05-15,android,71,412,27.97899952352047,55.61440812450917
2691,2021-05-15,ios,71,93,20.985999642610548,12.547379942977386
2692,2021-05-15,android,72,410,9.945497630629182,53.222778482627405
2693,2021-05-15,ios,72,96,13.992999761700629,9.001774967920937
2694,2021-05-15,android,73,397,11.153062710064471,53.3341754225346
2695,2021-05-15,ios,73,99,0.0,10.552215936593711
2696,2021-05-15,android,74,401,28.643999512195588,72.4116546786131
2697,2021-05-15,ios,74,100,0.0,12.082429896328904
2698,2021-05-15,android,75,381,102.670011626053,118.60014895430459
2699,2021-05-15,ios,75,99,86.15657485650469,24.821433834906202
2700,2021-05-15,android,76,396,177.59028512121418,104.0330107076627
2701,2021-05-15,ios,76,102,0.0,21.313869957681163
2702,2021-05-15,android,77,384,94.44277653763915,106.28874073116322
2703,2021-05-15,ios,77,101,40.57199930906296,18.473805918001744
2704,2021-05-15,android,78,378,87.68857290300369,98.49315640704776
2705,2021-05-15,ios,78,100,28.26121819498873,26.231824067637717
2706,2021-05-15,android,79,385,38.88845749728608,76.17668441262663
2707,2021-05-15,ios,79,100,27.985999523401258,17.111475985504512
2708,2021-05-15,android,80,381,76.8287128836444,68.35698446486265
2709,2021-05-15,ios,80,90,2.7859999525547026,14.541727949399501
2710,2021-05-15,android,81,368,40.90764262964845,38.752154067933816
2711,2021-05-15,ios,81,91,0.0,6.824339955190226
2712,2021-05-15,android,82,366,86.02445227507383,64.17465520107874
2713,2021-05-15,ios,82,94,2.7929999524354936,14.186840979133194
2714,2021-05-15,android,83,368,120.81406212593913,62.24907332929763
2715,2021-05-15,ios,83,98,12.557999786138534,14.564100012310519
2716,2021-05-15,android,84,374,46.885834768060214,52.2733942251931
2717,2021-05-15,ios,84,90,18.3293334200449,12.228864995908225
2718,2021-05-15,android,85,366,44.7287701876955,52.915382380082065
2719,2021-05-15,ios,85,93,10.478999821543693,10.448478995112964
2720,2021-05-15,android,86,333,0.0,49.7141832848738
2721,2021-05-15,ios,86,93,16.05799972653389,10.328250997059513
2722,2021-05-15,android,87,340,34.27062321241915,64.72736333557248
2723,2021-05-15,ios,87,89,2.7929999524354936,17.153182016096252
2724,2021-05-15,android,88,334,17.49763901842463,40.700420245640544
2725,2021-05-15,ios,88,87,13.98599976181984,8.66196704187314
2726,2021-05-15,android,89,328,28.118792141825736,44.07670524446678
2727,2021-05-15,ios,89,88,8.385999857187272,9.721410993777681
2728,2021-05-15,android,90,321,50.70742066108084,79.36876022203307
2729,2021-05-15,ios,90,91,0.0,16.215879052964738
2730,2021-05-16,android,0,26449,1191.4180808067372,2227.194652484593
2731,2021-05-16,ios,0,2253,658.1926913614919,820.4816906026754
2732,2021-05-16,android,1,7042,353.16850030925127,964.5832830143918
2733,2021-05-16,ios,1,887,130.44191365223742,185.09334893104824
2734,2021-05-16,android,2,5285,427.29714268584996,860.8633234321223
2735,2021-05-16,ios,2,711,153.7590552358418,139.76471765784663
2736,2021-05-16,android,3,4213,331.7728795852245,636.6573825281275
2737,2021-05-16,ios,3,622,65.5535325299449,124.8586998363171
2738,2021-05-16,android,4,3651,385.72632885166763,617.4333783558939
2739,2021-05-16,ios,4,535,194.9142389710697,108.05471695658343
2740,2021-05-16,android,5,3339,325.0819144361638,559.999400631506
2741,2021-05-16,ios,5,534,94.25295159488178,103.12483779418835
2742,2021-05-16,android,6,3008,245.1222523985689,520.541056292492
2743,2021-05-16,ios,6,475,46.85099920213223,100.84530372008885
2744,2021-05-16,android,7,2676,283.1988481682393,480.43918299478366
2745,2021-05-16,ios,7,426,70.7730135563966,90.92405484919436
2746,2021-05-16,android,8,2367,115.11140872674893,331.7885416472926
2747,2021-05-16,ios,8,386,34.12809147361285,60.94882888870052
2748,2021-05-16,android,9,2191,190.05590487767495,354.2276178978125
2749,2021-05-16,ios,9,363,76.89499869048596,60.15022686251177
2750,2021-05-16,android,10,2025,151.4597394369466,271.9649491441852
2751,2021-05-16,ios,10,367,13.27199977397919,56.736029948580835
2752,2021-05-16,android,11,1901,205.1799459115888,273.72880115216594
2753,2021-05-16,ios,11,361,78.63888027824807,58.43261812083438
2754,2021-05-16,android,12,1894,225.55875478386307,285.11482610743315
2755,2021-05-16,ios,12,363,101.1185180358401,56.10113587645901
2756,2021-05-16,android,13,1838,156.32574719214608,270.8449347881465
2757,2021-05-16,ios,13,324,39.32949167903066,56.530025893311176
2758,2021-05-16,android,14,1705,146.12513561310612,251.1727893704815
2759,2021-05-16,ios,14,310,42.95088617345047,55.80851276822523
2760,2021-05-16,android,15,1597,82.85467700759507,181.75262483946483
2761,2021-05-16,ios,15,283,34.47278614159727,36.48896389423135
2762,2021-05-16,android,16,1483,117.68269555074502,198.40237004981668
2763,2021-05-16,ios,16,268,18.157999690771103,37.74796592353596
2764,2021-05-16,android,17,1436,48.99994879165304,171.6719737820721
2765,2021-05-16,ios,17,271,45.4439992260933,33.88116199049546
2766,2021-05-16,android,18,1387,147.99148069339742,196.48175873668526
2767,2021-05-16,ios,18,267,34.57232247846627,40.09257792741846
2768,2021-05-16,android,19,1399,144.9067213024024,208.56852922082703
2769,2021-05-16,ios,19,252,70.8488412727648,43.87455588199373
2770,2021-05-16,android,20,1278,102.40237350626236,208.47156323614922
2771,2021-05-16,ios,20,234,27.26499953567982,43.30666397400637
2772,2021-05-16,android,21,1283,48.5833896354478,185.92919988694734
2773,2021-05-16,ios,21,243,62.94399892807007,37.78289680598755
2774,2021-05-16,android,22,1251,63.149471820593,143.75489740252385
2775,2021-05-16,ios,22,237,15.385999737977981,26.937592992842838
2776,2021-05-16,android,23,1178,54.153956759707214,158.69310966278454
2777,2021-05-16,ios,23,232,39.74266872318638,33.12875687356427
2778,2021-05-16,android,24,1177,42.91202018311954,127.88382770394139
2779,2021-05-16,ios,24,224,15.371999738216402,29.276938932205667
2780,2021-05-16,android,25,1161,177.79492971289685,214.38225495606935
2781,2021-05-16,ios,25,206,23.764999595284465,29.357239978708094
2782,2021-05-16,android,26,1154,250.5778214513897,303.1771115401941
2783,2021-05-16,ios,26,225,34.9649994045496,30.02193589592207
2784,2021-05-16,android,27,1058,175.00297289594008,292.69818631742123
2785,2021-05-16,ios,27,205,25.05366807333857,27.61814885046624
2786,2021-05-16,android,28,1058,155.7885060392034,220.19014776125414
2787,2021-05-16,ios,28,201,15.378999738097193,29.586818731542735
2788,2021-05-16,android,29,1001,51.397089011615165,157.38898005481974
2789,2021-05-16,ios,29,197,27.985999523401258,26.747259798663436
2790,2021-05-16,android,30,984,120.64847249996984,252.53515330025334
2791,2021-05-16,ios,30,211,26.55099954783917,38.29404284955672
2792,2021-05-16,android,31,978,52.69426684804559,200.0228630065492
2793,2021-05-16,ios,31,197,3.4929999405145646,23.053155888926995
2794,2021-05-16,android,32,961,118.34698827385574,126.80369539343064
2795,2021-05-16,ios,32,189,6.985999881029129,22.943214837668393
2796,2021-05-16,android,33,938,62.7989078842792,131.07748833524124
2797,2021-05-16,ios,33,205,46.12110470200521,25.10566378391377
2798,2021-05-16,android,34,913,108.5084620864817,122.37393818930457
2799,2021-05-16,ios,34,195,11.178999809622765,28.046176827956515
2800,2021-05-16,android,35,895,76.61730553323758,123.30474627822787
2801,2021-05-16,ios,35,198,32.15799945235253,23.472383822325355
2802,2021-05-16,android,36,853,40.208255515257484,139.2366408070178
2803,2021-05-16,ios,36,184,18.157999690771103,28.36366082173481
2804,2021-05-16,android,37,835,39.842093591080484,151.6036194539929
2805,2021-05-16,ios,37,173,13.27199977397919,37.26769570637407
2806,2021-05-16,android,38,802,63.700519077868115,146.99106710953367
2807,2021-05-16,ios,38,176,0.0,28.979964804195333
2808,2021-05-16,android,39,746,217.94812117285997,182.894574549406
2809,2021-05-16,ios,39,178,42.173422028222795,34.113204841152765
2810,2021-05-16,android,40,771,232.82831191800483,190.86276469073368
2811,2021-05-16,ios,40,173,32.43330792208922,37.44257375412417
2812,2021-05-16,android,41,776,63.39395351317644,197.38168605050646
2813,2021-05-16,ios,41,175,94.41934890296478,28.7293167865937
